MethodFullyQualifiedName,ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalChurn,MaxChurn,AvgChurn,NFix,IsBuggy
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/ObjectMessageImpl.java/createClone(SessionImpl, String, String)",5,1,3,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/getJmsMessageType(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/isBodyEmpty(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/generateHedwigMessage(),5,11,0,1,2,0,3,1,1,11,11,11,11.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readBoolean(),5,8,0,2,2,0,1,1,1,9,9,9,9.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readByte(),5,8,0,2,2,0,1,1,1,9,9,9,9.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readShort(),5,8,0,2,2,0,1,1,1,9,9,9,9.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readChar(),5,8,0,2,2,0,1,1,1,9,9,9,9.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readInt(),5,8,0,2,2,0,1,1,1,9,9,9,9.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readLong(),5,8,0,2,2,0,1,1,1,9,9,9,9.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readFloat(),5,8,0,2,2,0,1,1,1,9,9,9,9.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readDouble(),5,8,0,2,2,0,1,1,1,9,9,9,9.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readString(),5,8,0,2,2,0,1,1,1,9,9,9,9.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readBytes(byte[]),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readObject(),5,8,0,2,2,0,1,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeBoolean(boolean),5,8,1,2,2,0,1,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeByte(byte),5,8,1,2,2,0,1,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeShort(short),5,8,1,2,2,0,1,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeChar(char),5,8,1,2,2,0,1,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeInt(int),5,8,1,2,2,0,1,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeLong(long),5,8,1,2,2,0,1,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeFloat(float),5,8,1,2,2,0,1,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeDouble(double),5,8,1,2,2,0,1,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeString(String),5,8,1,2,2,0,1,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeBytes(byte[]),5,8,1,2,2,0,1,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeBytes(byte[], int, int)",5,8,3,2,2,0,1,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeObject(Object),5,8,1,2,2,0,1,1,1,33,33,33,33.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/reset(),5,11,0,2,2,0,2,1,1,11,11,11,11.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/clearBody(),5,4,0,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/getPayloadData(),5,5,0,1,1,0,2,1,1,5,5,5,5.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/createClone(SessionImpl, String, String)",5,1,3,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/getDataCopy(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/unreadObject(Object),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/readNextObject(),5,13,0,3,2,0,1,1,1,13,13,13,13.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/writeStreamHeader(),5,1,0,1,1,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java/getPayloadAsBytes(Mutable),5,7,1,1,1,0,0,1,1,7,7,7,7.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java/getJmsMessageType(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java/generateHedwigMessage(),5,4,0,1,1,0,1,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java/isBodyEmpty(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java/setText(String),5,2,1,1,1,0,0,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java/getText(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java/clearBody(),5,3,0,0,0,0,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java/reset(),5,2,0,1,1,0,0,1,1,2,2,2,2.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java/createClone(SessionImpl, String, String)",5,1,3,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java/toString(),5,7,0,0,0,0,1,1,1,7,7,7,7.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/registerAllExtensions(com.google.protobuf.ExtensionRegistry),5,0,1,0,0,0,0,1,1,0,0,0,0.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getNumber(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/valueOf(int),5,4,1,2,1,0,0,1,1,12,12,12,12.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/internalGetValueMap(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/findValueByNumber(int),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getValueDescriptor(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getDescriptorForType(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getDescriptor(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/valueOf(com.google.protobuf.Descriptors.EnumValueDescriptor),5,5,1,1,1,0,0,1,1,5,5,5,5.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/hasType(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getType(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/hasBooleanValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getBooleanValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/hasByteValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getByteValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/hasShortValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getShortValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/hasIntValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getIntValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/hasLongValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getLongValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/hasFloatValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getFloatValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/hasDoubleValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getDoubleValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/hasStringValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getStringValue(),5,0,0,0,0,0,0,1,1,8,8,8,8.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/hasBytesValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getBytesValue(),5,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getDefaultInstance(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getDefaultInstanceForType(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/internalGetFieldAccessorTable(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getStringValueBytes(),5,9,0,1,1,0,2,1,1,9,9,9,9.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/initFields(),5,10,0,0,0,0,0,1,1,10,10,10,10.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/isInitialized(),5,8,0,2,1,0,1,1,1,5,5,5,5.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/writeTo(com.google.protobuf.CodedOutputStream),5,32,1,10,1,2,0,1,1,32,32,32,32.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/getSerializedSize(),5,46,0,11,1,2,1,1,1,46,46,46,46.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/writeReplace(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/parseFrom(com.google.protobuf.ByteString),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/parseFrom(com.google.protobuf.ByteString, com.google.protobuf.ExtensionRegistryLite)",5,2,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/parseFrom(byte[]),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/parseFrom(byte[], com.google.protobuf.ExtensionRegistryLite)",5,2,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/parseFrom(java.io.InputStream),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/parseFrom(java.io.InputStream, com.google.protobuf.ExtensionRegistryLite)",5,2,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/parseDelimitedFrom(java.io.InputStream),5,6,1,1,1,0,1,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/parseDelimitedFrom(java.io.InputStream, com.google.protobuf.ExtensionRegistryLite)",5,6,2,1,1,0,1,1,1,6,6,6,6.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/parseFrom(com.google.protobuf.CodedInputStream),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/parseFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)",5,2,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/newBuilder(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/newBuilderForType(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/newBuilder(org.apache.hedwig.jms.message.header.JmsHeader.JmsValue),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/toBuilder(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/newBuilderForType(com.google.protobuf.GeneratedMessage.BuilderParent),5,2,1,0,0,0,1,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/maybeForceBuilderInitialization(),5,2,0,1,1,0,0,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/create(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clear(),5,22,0,0,0,1,0,1,1,22,22,22,22.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clone(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/build(),5,5,0,1,1,0,1,1,1,5,5,5,5.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/buildParsed(),5,6,0,1,1,0,1,1,1,6,6,6,6.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/buildPartial(),5,46,0,10,1,2,3,1,1,46,46,46,46.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/mergeFrom(com.google.protobuf.Message),5,6,1,1,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/mergeFrom(org.apache.hedwig.jms.message.header.JmsHeader.JmsValue),5,33,1,11,1,1,0,1,1,33,33,33,33.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/mergeFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)",5,77,2,15,3,3,4,1,1,77,77,77,77.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setType(org.apache.hedwig.jms.message.header.JmsHeader.JmsValue.ValueType),5,7,1,1,1,0,0,1,1,7,7,7,7.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clearType(),5,4,0,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setBooleanValue(boolean),5,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clearBooleanValue(),5,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setByteValue(int),5,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clearByteValue(),5,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setShortValue(int),5,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clearShortValue(),5,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setIntValue(int),5,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clearIntValue(),5,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setLongValue(long),5,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clearLongValue(),5,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setFloatValue(float),5,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clearFloatValue(),5,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setDoubleValue(double),5,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clearDoubleValue(),5,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setStringValue(String),5,7,1,1,1,1,0,1,1,7,7,7,7.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clearStringValue(),5,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setStringValue(com.google.protobuf.ByteString),5,3,1,0,0,1,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/setBytesValue(com.google.protobuf.ByteString),5,7,1,1,1,1,0,1,1,7,7,7,7.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/clearBytesValue(),5,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java/assignDescriptors(com.google.protobuf.Descriptors.FileDescriptor),5,10,1,0,0,0,0,1,1,10,10,10,10.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/MetadataProcessor.java/parseHeaders(PubSubProtocol.Message),5,50,1,14,4,1,4,1,1,50,50,50,50.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/MetadataProcessor.java/addHeaders(PubSubProtocol.Message.Builder, Map)",5,59,2,11,10,4,7,1,1,59,59,59,59.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java/evaluateImpl(SelectorConstant, SelectorConstant, MessageImpl)",5,29,3,11,2,1,0,1,1,29,29,29,29.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java/computeWithInt(Integer, Double)",5,0,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java/computeWithInt(Integer, Integer)",5,0,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java/computeWithDouble(Double, Double)",5,0,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java/computeWithDouble(Double, Integer)",5,0,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java/toString(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryExprFunction.java/evaluate(SelectorEvalState),5,10,1,3,1,1,3,1,1,10,10,10,10.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryExprFunction.java/evaluateImpl(SelectorConstant, SelectorConstant, MessageImpl)",5,0,3,0,0,0,0,1,1,0,0,0,0.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryExprFunction.java/toString(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ExprFunction.java/evaluate(SelectorEvalState),5,0,1,0,0,0,0,1,1,0,0,0,0.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(SimpleNode, SelectorEvalState)",5,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTOrExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTAndExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTNotExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTGreaterThan, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTLessThan, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTLessThanEqualTo, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTGreaterThanEqualTo, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTEqualTo, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTNotEqualTo, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTIsNullExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTBetweenExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTInExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
