fullyQualifiedName,firstCommit,#Commits
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/toInt(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/fromInt(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getVersion(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getOpCode(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getFlags(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getProtocolVersion(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getLedgerId(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getEntryId(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/hasMasterKey(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getMasterKey(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/toString(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getData(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getDataAsByteBuffer(),commit 1b7cb6fa9704d10a3a6134edfd0b12d85bf0012c 1363563080 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/isRecoveryAdd(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/isFencingRequest(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getErrorCode(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/hasData(),commit 1b7cb6fa9704d10a3a6134edfd0b12d85bf0012c 1363563080 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java/channelOpen(ChannelHandlerContext, ChannelStateEvent)",commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java/exceptionCaught(ChannelHandlerContext, ExceptionEvent)",commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java/channelConnected(ChannelHandlerContext, ChannelStateEvent)",commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java/channelDisconnected(ChannelHandlerContext, ChannelStateEvent)",commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java/messageReceived(ChannelHandlerContext, MessageEvent)",commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java/handleAdd(BookieProtocol.Request, Channel)",commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java/writeComplete(int, long, long, InetSocketAddress, Object)",commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java/handleRead(BookieProtocol.Request, Channel)",commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/newBookie(ServerConfiguration),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/start(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/getLocalAddress(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/getBookie(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/suspendProcessing(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/resumeProcessing(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/shutdown(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/registerJMX(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/unregisterJMX(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/isRunning(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/isBookieRunning(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/isAutoRecoveryRunning(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/join(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/getExitCode(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/run(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/printUsage(),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/loadConfFile(ServerConfiguration, String)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/parseArgs(String[]),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/main(String[]),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java/getName(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java/isHidden(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java/getNumPacketsReceived(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java/getNumPacketsSent(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java/getAddStats(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java/getReadStats(),commit 26731c770bf8e3cb54ec0466c027b6e313983bba 1360664204 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java/getServerPort(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java/getNumPacketsReceived(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java/getNumPacketsSent(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java/getAddStats(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java/getReadStats(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java/getServerPort(),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/writeComplete(int, long, long, InetSocketAddress, Object)",,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/operationComplete(int, T)",,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/readEntryComplete(int, long, long, ChannelBuffer, Object)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/tick(),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/processResult(int, String, Object)",,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/process(T, AsyncCallback.VoidCallback)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/registerAllExtensions(com.google.protobuf.ExtensionRegistry),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasQuorumSize(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getQuorumSize(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasEnsembleSize(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getEnsembleSize(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasLength(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getLength(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasLastEntryId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getLastEntryId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasState(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getState(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentList(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegment(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentCount(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentOrBuilderList(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentOrBuilder(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasDigestType(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDigestType(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasPassword(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getPassword(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasAckQuorumSize(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getAckQuorumSize(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDefaultInstance(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDefaultInstanceForType(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDescriptor(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/internalGetFieldAccessorTable(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getNumber(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/valueOf(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/internalGetValueMap(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/findValueByNumber(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getValueDescriptor(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getDescriptorForType(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/valueOf(com.google.protobuf.Descriptors.EnumValueDescriptor),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getEnsembleMemberList(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getEnsembleMemberCount(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getEnsembleMember(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasFirstEntryId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getFirstEntryId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/initFields(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/isInitialized(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/writeTo(com.google.protobuf.CodedOutputStream),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSerializedSize(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/writeReplace(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom(com.google.protobuf.ByteString),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom(com.google.protobuf.ByteString, com.google.protobuf.ExtensionRegistryLite)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom(byte[]),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom(byte[], com.google.protobuf.ExtensionRegistryLite)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom(java.io.InputStream),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom(java.io.InputStream, com.google.protobuf.ExtensionRegistryLite)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseDelimitedFrom(java.io.InputStream),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseDelimitedFrom(java.io.InputStream, com.google.protobuf.ExtensionRegistryLite)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom(com.google.protobuf.CodedInputStream),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/parseFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilderForType(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder(org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat.Segment),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/toBuilder(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilderForType(com.google.protobuf.GeneratedMessage.BuilderParent),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/maybeForceBuilderInitialization(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/create(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clear(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clone(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/build(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/buildParsed(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/buildPartial(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom(com.google.protobuf.Message),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom(org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat.Segment),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/ensureEnsembleMemberIsMutable(),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setEnsembleMember(int, String)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addEnsembleMember(String),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addAllEnsembleMember(java.lang.Iterable),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearEnsembleMember(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addEnsembleMember(com.google.protobuf.ByteString),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setFirstEntryId(long),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearFirstEntryId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder(org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom(org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setQuorumSize(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearQuorumSize(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setEnsembleSize(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearEnsembleSize(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setLength(long),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearLength(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setLastEntryId(long),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearLastEntryId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setState(org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat.State),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearState(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/ensureSegmentIsMutable(),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setSegment(int, org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat.Segment)",,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setSegment(int, org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat.Segment.Builder)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegment(org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat.Segment),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegment(int, org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat.Segment)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegment(org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat.Segment.Builder),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegment(int, org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat.Segment.Builder)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addAllSegment(java.lang.Iterable),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearSegment(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/removeSegment(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentBuilder(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegmentBuilder(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addSegmentBuilder(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentBuilderList(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getSegmentFieldBuilder(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setDigestType(org.apache.bookkeeper.proto.DataFormats.LedgerMetadataFormat.DigestType),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearDigestType(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setPassword(com.google.protobuf.ByteString),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearPassword(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setAckQuorumSize(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearAckQuorumSize(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasType(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getType(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasVersion(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getVersion(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getTypeBytes(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder(org.apache.bookkeeper.proto.DataFormats.LedgerRereplicationLayoutFormat),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom(org.apache.bookkeeper.proto.DataFormats.LedgerRereplicationLayoutFormat),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setType(String),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearType(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setType(com.google.protobuf.ByteString),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setVersion(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearVersion(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getReplicaList(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getReplicaCount(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getReplica(int),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder(org.apache.bookkeeper.proto.DataFormats.UnderreplicatedLedgerFormat),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom(org.apache.bookkeeper.proto.DataFormats.UnderreplicatedLedgerFormat),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/ensureReplicaIsMutable(),,0
"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setReplica(int, String)",,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addReplica(String),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addAllReplica(java.lang.Iterable),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearReplica(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/addReplica(com.google.protobuf.ByteString),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasBookieHost(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getBookieHost(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasJournalDir(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getJournalDir(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasLedgerDirs(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getLedgerDirs(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasInstanceId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getInstanceId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getBookieHostBytes(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getJournalDirBytes(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getLedgerDirsBytes(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getInstanceIdBytes(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder(org.apache.bookkeeper.proto.DataFormats.CookieFormat),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom(org.apache.bookkeeper.proto.DataFormats.CookieFormat),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setBookieHost(String),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearBookieHost(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setBookieHost(com.google.protobuf.ByteString),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setJournalDir(String),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearJournalDir(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setJournalDir(com.google.protobuf.ByteString),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setLedgerDirs(String),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearLedgerDirs(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setLedgerDirs(com.google.protobuf.ByteString),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setInstanceId(String),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearInstanceId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setInstanceId(com.google.protobuf.ByteString),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/hasBookieId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getBookieId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/getBookieIdBytes(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/newBuilder(org.apache.bookkeeper.proto.DataFormats.LockDataFormat),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/mergeFrom(org.apache.bookkeeper.proto.DataFormats.LockDataFormat),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setBookieId(String),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/clearBookieId(),,0
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java/setBookieId(com.google.protobuf.ByteString),,0
